,date,iso3166-2,RelativeHumiditySurface,SolarRadiation,Surfacepressure,TemperatureAboveGround,Totalprecipitation,UVIndex,WindSpeed
2324,2020-03-27,DE-BW,60.671744,14768698.715276001,2299550.013404,6.477476000000024,0.0,20.611047,2.703875
2325,2020-03-27,DE-BY,52.483672,14538555.558923,2285002.064394,8.311585000000036,0.0,20.293838,4.139485
2326,2020-03-27,DE-HB,51.87751,13283616.141026,2453766.9455130002,8.420354000000032,0.0,15.230769,5.009028
2327,2020-03-27,DE-HE,50.898481,14116894.871063,2356009.592627,8.721220000000017,0.0,18.141904,4.335167
2328,2020-03-27,DE-HH,55.691193000000005,13223660.689394,2451203.712121,7.398477000000014,0.0,15.098485,4.129388
2329,2020-03-27,DE-MV,65.368049,12767183.779945,2449898.209768,6.341435999999987,0.0,14.860713,3.558893
2330,2020-03-27,DE-NI,52.580127000000005,13446131.982456,2434650.375,8.119619,0.0,16.069591,4.303381
2331,2020-03-27,DE-NW,51.501676,13882079.53144,2397031.364097,8.502325999999982,0.0,17.428442999999998,3.79886
2332,2020-03-27,DE-RP,55.261055000000006,14499774.626339002,2349248.289865,7.6659799999999905,0.0,18.85006,3.5299949999999995
2333,2020-03-27,DE-SH,68.210142,13201031.550045,2457113.867627,6.195787000000053,0.0,14.180964999999999,4.159674
2334,2020-03-27,DE-SL,54.909579,14971239.548913,2349342.6100540003,7.729948000000036,0.0,19.0,3.9684779999999997
2335,2020-03-27,DE-SN,52.584161,13376060.859508,2364496.310908,8.185023000000001,0.0,16.278862,3.6519739999999996
2336,2020-03-27,DE-ST,50.238294,13578003.504597,2417803.129735,8.587135000000046,0.0,16.969842,3.8235550000000003
2337,2020-03-27,DE-TH,53.126592,14028715.120837,2342782.735847,8.008959000000004,0.0,17.160799,4.63501
2376,2020-03-28,DE-BB,60.663881999999994,13612011.912378,2426746.2658169996,7.101414000000034,0.0,17.132814,3.203794
2377,2020-03-28,DE-BE,56.981789,13603475.153846001,2431369.88986,8.441870999999992,0.0,17.0,3.6999419999999996
2378,2020-03-28,DE-BW,59.229954000000006,15219879.756875,2303998.572105,8.77507700000001,1e-05,21.541253,2.382774
2379,2020-03-28,DE-BY,56.21955500000001,14677661.274410998,2287393.3063970003,8.353212000000042,2.8000000000000003e-05,21.26493,2.4649900000000002
2380,2020-03-28,DE-HB,65.36511800000001,13532721.25641,2452778.185897,6.702298000000042,0.00011,15.948718,5.349626
2381,2020-03-28,DE-HE,53.652892,14673310.561319001,2359032.974898,9.15335600000003,0.0,18.363838,4.024353
2382,2020-03-28,DE-HH,61.619698,13401854.507576,2445555.581439,7.211770999999999,2.5e-05,15.984848000000001,3.391604
2383,2020-03-28,DE-MV,69.469078,13427737.956416,2439164.006324,6.255578000000014,0.0,15.508382000000001,3.745222
2384,2020-03-28,DE-NI,63.697541,13658610.969298,2433941.49068,6.752294000000006,4.7e-05,16.488717,4.319681
2385,2020-03-28,DE-NW,58.111881999999994,14328833.518143,2402007.281609,7.949808000000019,3e-06,17.859139000000003,4.3281849999999995
2386,2020-03-28,DE-RP,54.260318000000005,14872543.725109,2354267.569516,9.782774000000018,0.0,19.110670000000002,3.846304
2387,2020-03-28,DE-SH,67.688459,12700829.605450999,2450024.8817020003,6.104022000000043,1.7e-05,14.710903,4.20805
2388,2020-03-28,DE-SL,52.933243000000004,14956183.934782999,2354283.016984,10.721799000000033,0.0,19.293478,4.504065
2389,2020-03-28,DE-SN,62.297692000000005,14214790.884126,2358913.218591,6.633248000000037,0.0,17.873089999999998,2.896976
2390,2020-03-28,DE-ST,57.444097,14114724.761309,2413107.130747,7.571870000000047,4e-06,17.005517,3.461047
2391,2020-03-28,DE-TH,58.86002,14603633.36156,2342430.033539,7.278312000000028,1e-06,17.566126999999998,3.3440410000000003
2430,2020-03-29,DE-BB,72.695766,1885416.6429830003,2437323.033329,2.3666810000000282,0.002169,7.232739,4.653279
2431,2020-03-29,DE-BE,69.245251,1296333.7194059999,2442106.41958,3.1079540000000065,0.001837,8.146853,5.136189
2432,2020-03-29,DE-BW,76.686251,2136130.948348,2311658.419055,3.1559799999999996,0.003018,9.618211,4.272655
2433,2020-03-29,DE-BY,69.194873,6179113.015993,2293576.3005049997,3.8036260000000084,0.0017399999999999998,11.553889999999999,3.830539
2434,2020-03-29,DE-HB,55.437445999999994,7794094.314103,2467666.025641,3.347487000000058,0.00063,11.487179,6.875534
2435,2020-03-29,DE-HE,66.699835,3110150.552844,2370388.0680810004,3.035480000000007,0.0018329999999999998,8.836977000000001,5.533363
2436,2020-03-29,DE-HH,60.83945799999999,6119184.268939,2460664.55303,2.505677999999989,0.002558,11.174242,5.9252519999999995
2437,2020-03-29,DE-MV,67.404585,5473538.676166001,2452361.484913,2.5250350000000594,0.0026579999999999998,9.65986,6.474991999999999
2438,2020-03-29,DE-NI,62.914809,5530951.278235,2447731.737939,2.622890000000041,0.001834,9.422913000000001,5.850047
2439,2020-03-29,DE-NW,67.86437,5362050.003351999,2415739.540624,2.24827700000003,0.002546,8.828713,5.422394000000001
2440,2020-03-29,DE-RP,66.40386099999999,4983745.158469,2366589.152717,3.1679980000000114,0.001545,10.518445,5.941447
2441,2020-03-29,DE-SH,57.951004000000005,9726507.411081,2466523.960456,2.637960000000021,0.001558,13.178284,7.608523
2442,2020-03-29,DE-SL,64.08837199999999,4909973.366848,2366391.106658,3.825761,0.000736,12.342391000000001,6.487138
2443,2020-03-29,DE-SN,81.856398,3967152.8906519995,2366593.6251060003,1.4381950000000643,0.00315,7.379457,4.690283999999999
2444,2020-03-29,DE-ST,72.596967,1918037.57774,2423820.192166,2.527752000000021,0.002775,6.511953,4.979269
2445,2020-03-29,DE-TH,79.06687,2437697.919898,2351410.106089,1.781323000000043,0.00288,6.921028,5.078483
2484,2020-03-30,DE-BB,72.60640699999999,5552173.636392,2444523.597791,0.14566899999999805,0.001952,9.547827999999999,3.2509799999999998
2485,2020-03-30,DE-BE,71.451369,4207435.666084,2449546.416084,0.6199280000000158,0.001761,10.727273,3.692628
2486,2020-03-30,DE-BW,56.952523,12073215.327421,2320201.576843,0.9621580000000449,0.000148,20.377398,4.596299
2487,2020-03-30,DE-BY,56.47037099999999,11238274.779987,2303835.713594,0.49569300000001704,0.00101,18.711635,3.2844580000000003
2488,2020-03-30,DE-HB,76.460629,5234567.6089739995,2463942.2147439998,2.817469000000017,0.003821,11.230769,4.026816
2489,2020-03-30,DE-HE,53.18331800000001,13235141.490182001,2377035.020007,1.747267000000022,0.0005740000000000001,17.430159,3.038423
2490,2020-03-30,DE-HH,74.487976,5698399.5265150005,2457398.840909,1.9231410000000437,0.00403,11.651515,2.978725
2491,2020-03-30,DE-MV,79.121696,5692803.319186,2452593.046175,1.054883000000018,0.0034439999999999996,10.033831,3.535232
2492,2020-03-30,DE-NI,77.17656,5923187.734649,2446707.330044,1.4515670000000114,0.003425,9.858135,3.2469810000000003
2493,2020-03-30,DE-NW,67.279553,9327996.192022,2417794.43481,1.688289999999995,0.0013050000000000002,13.688979000000002,2.597808
2494,2020-03-30,DE-RP,49.308778000000004,15309364.387941001,2373033.878917,2.012817000000041,7.000000000000001e-06,19.332407999999997,3.9924720000000002
2495,2020-03-30,DE-SH,70.663739,7620863.118186,2460315.319929,3.391281000000049,0.0027,12.510277,4.447444
2496,2020-03-30,DE-SL,46.33347,16686271.589674,2373206.394022,2.420767000000012,0.0,20.26087,5.616587
2497,2020-03-30,DE-SN,63.388186,12080775.895586,2377057.011036,-0.27095800000000736,0.000454,17.67275,2.878829
2498,2020-03-30,DE-ST,72.242783,7005131.518021001,2430062.694097,0.2892490000000407,0.00228,9.80434,3.04945
2499,2020-03-30,DE-TH,63.725372,12923593.534729,2359147.1881540003,-0.160603999999978,0.000475,16.958610999999998,2.6514130000000002
2538,2020-03-31,DE-BB,64.573349,7049276.28471,2450460.529061,1.0441509999999994,0.00022999999999999998,12.916646,2.388109
2539,2020-03-31,DE-BE,61.046125,7105416.111888001,2455619.3513990003,1.8807430000000522,0.000181,15.538461999999999,2.770746
2540,2020-03-31,DE-BW,53.361444999999996,11571034.704183001,2321145.467241,1.569942000000026,5.6999999999999996e-05,21.361914000000002,3.26021
2541,2020-03-31,DE-BY,59.691162,9231496.329125,2306070.314604,0.08692100000001801,0.00037400000000000004,17.836902,2.460775
2542,2020-03-31,DE-HB,60.913837,7642888.403846,2468689.9903849997,3.174412000000018,2.7000000000000002e-05,17.576923,2.675427
2543,2020-03-31,DE-HE,58.30368000000001,5135133.358466,2377408.319007,2.6845440000000167,4.3e-05,18.767692,3.2110830000000004
2544,2020-03-31,DE-HH,64.899052,5748169.674242,2463317.433712,2.265181000000041,9.7e-05,15.69697,1.9535040000000001
2545,2020-03-31,DE-MV,66.15570500000001,7810398.962511,2459375.82292,1.7933830000000057,0.000298,12.899726,2.56252
2546,2020-03-31,DE-NI,65.036637,7346513.537281,2450743.537281,2.080724000000032,2.7000000000000002e-05,16.643364000000002,2.069842
2547,2020-03-31,DE-NW,63.753370999999994,8158171.959995,2417642.0220310003,3.1919430000000375,3e-06,18.447374,2.5483130000000003
2548,2020-03-31,DE-RP,57.590153,8161710.852638001,2371317.1632290003,3.5897090000000276,1.7e-05,18.945656,3.274464
2549,2020-03-31,DE-SH,63.371816,10157683.378686,2465976.300827,2.920173000000034,4.6e-05,15.895889000000002,3.018402
2550,2020-03-31,DE-SL,57.410314,10051116.758152,2371380.955842,3.5697810000000345,2e-06,19.184783,4.182563
2551,2020-03-31,DE-SN,64.970828,7814625.0859509995,2380693.7970080003,-0.1797419999999761,0.000604,14.10399,2.905696
2552,2020-03-31,DE-ST,64.23970200000001,7966558.960463,2434688.5359509997,1.3815080000000535,8.7e-05,12.929018,2.354921
2553,2020-03-31,DE-TH,62.802125,7281626.046622,2361734.458135,0.6067410000000564,0.000393,16.17079,3.2057919999999998
2592,2020-04-01,DE-BB,58.396156999999995,10719673.242531,2427322.487823,3.4876859999999965,8e-06,14.742907,3.80304
2593,2020-04-01,DE-BE,54.089539,11407516.979021,2432258.354895,4.713664000000051,2e-06,17.664336,4.3535260000000005
2594,2020-04-01,DE-BW,51.448956,17144498.003004,2307836.627629,2.9100460000000226,0.0,23.69933,2.152357
2595,2020-04-01,DE-BY,55.154495,16697763.525253,2292788.105219,1.2429500000000075,0.0,23.261123,1.6303590000000001
2596,2020-04-01,DE-HB,73.846848,5147550.878205,2444031.0352560002,4.692313000000013,0.000924,9.730769,4.419231
2597,2020-04-01,DE-HE,51.135185,15900408.655428,2360693.469155,2.7173080000000027,0.0,20.659132999999997,1.700804
2598,2020-04-01,DE-HH,73.456028,4338788.431818,2436857.689394,4.724619000000018,0.000992,10.143939,4.260795
2599,2020-04-01,DE-MV,72.949816,4271575.562176,2431045.2307990002,4.448686000000009,0.000335,6.639744,5.253080000000001
2600,2020-04-01,DE-NI,70.090935,7811261.939145,2427538.745614,3.8998020000000224,0.00035,12.901373,3.415463
2601,2020-04-01,DE-NW,59.036347,13967913.077079,2399031.307753,3.6971660000000384,7.000000000000001e-06,18.456615,1.847718
2602,2020-04-01,DE-RP,48.065108,16315074.120586999,2356074.2075569998,3.4397840000000315,0.0,21.193573999999998,1.936191
2603,2020-04-01,DE-SH,80.351089,5409672.132038,2436638.057864,5.610541000000012,0.000662,7.899911,5.840033999999999
2604,2020-04-01,DE-SL,45.471071,16691949.38587,2356833.275136,4.190547000000038,0.0,21.711957,2.906171
2605,2020-04-01,DE-SN,54.472554,15548273.932937,2363071.0113540003,1.2233020000000465,0.0,19.726654999999997,2.448032
2606,2020-04-01,DE-ST,57.947939,13130487.626149,2412946.909526,3.42488400000002,4e-06,17.616771,3.002771
2607,2020-04-01,DE-TH,53.592020999999995,15794318.869648,2344051.91853,1.6342100000000528,0.0,20.682207000000002,2.004127
2646,2020-04-02,DE-BB,60.841556000000004,6555323.3916650005,2405132.652774,6.200851,7.900000000000001e-05,11.154406,4.505145
2647,2020-04-02,DE-BE,58.678233999999996,6582630.671329,2410037.7744759996,7.239533999999992,7.000000000000001e-06,15.097902,5.102855
2648,2020-04-02,DE-BW,50.819761,17243525.293275,2293976.993876,5.207917000000009,0.0,23.864801999999997,2.149726
2649,2020-04-02,DE-BY,51.498212,16846934.126263,2276930.5223060003,4.125849000000073,0.0,23.479538,1.87437
2650,2020-04-02,DE-HB,69.40502099999999,9264513.871795,2420685.8653849997,7.634460000000047,0.00108,12.730769,6.614636999999999
2651,2020-04-02,DE-HE,57.14745,12874705.35754,2343042.608188,4.852163000000019,1e-06,20.831049,2.720572
2652,2020-04-02,DE-HH,70.82058,8759103.893939,2412973.522727,7.293305000000032,0.0009050000000000001,12.136364,6.033744
2653,2020-04-02,DE-MV,67.100605,7448032.048156,2407285.775678,7.124772000000064,0.000373,9.926852,6.511128
2654,2020-04-02,DE-NI,68.265904,7980012.385964999,2405284.83443,6.680183999999997,0.000724,11.462048,5.424155000000001
2655,2020-04-02,DE-NW,66.004671,7152539.545977,2380678.6117310002,5.400446000000045,0.000177,14.7016,3.604542
2656,2020-04-02,DE-RP,53.717376,14273442.539865,2340371.331714,5.277108000000055,0.0,21.838953,2.394457
2657,2020-04-02,DE-SH,74.877537,7586987.895442,2411878.898682,6.976784000000009,0.0010890000000000001,9.661305,8.002203999999999
2658,2020-04-02,DE-SL,48.794090000000004,15322753.891304001,2342517.441576,5.891256999999996,0.0,22.842391,2.789708
2659,2020-04-02,DE-SN,56.487242,12463475.83871,2343146.662564,4.292034000000001,2e-06,19.54202,2.800783
2660,2020-04-02,DE-ST,61.334081000000005,7841512.929753999,2391693.206602,5.883831999999984,6.8e-05,12.879000000000001,4.136588
2661,2020-04-02,DE-TH,57.29928,13530493.753568,2325247.383682,4.200072000000034,0.0,21.210752,3.085619
2700,2020-04-03,DE-BB,56.041684,8828798.726588,2412467.724579,6.634212000000048,0.000462,16.133568,4.8368970000000004
2701,2020-04-03,DE-BE,53.228671999999996,7851927.755245,2417217.870629,7.573016000000052,0.000334,17.153845999999998,5.431556
2702,2020-04-03,DE-BW,60.620364,9946287.497804,2303760.756009,5.737145999999996,0.00015900000000000002,21.271089,2.54734
2703,2020-04-03,DE-BY,61.43320500000001,8037498.898042999,2285620.8497470003,5.3066670000000045,0.00045999999999999996,18.207114,2.4980119999999997
2704,2020-04-03,DE-HB,61.814637,9574264.884614998,2431249.474359,6.396208000000058,0.000625,16.923077,5.275641
2705,2020-04-03,DE-HE,68.26091600000001,5103623.988005,2350703.9858279997,6.065307000000018,0.001802,10.914042,3.069337
2706,2020-04-03,DE-HH,66.844382,11014268.189394,2424070.787879,5.433427999999992,0.0009310000000000001,15.30303,4.9934970000000005
2707,2020-04-03,DE-MV,65.525478,11571866.108808,2417553.935843,5.3804569999999785,0.00064,15.217007,6.265479
2708,2020-04-03,DE-NI,63.978263,7756410.595942999,2414670.195175,6.2588720000000535,0.00063,13.751301999999999,4.131273
2709,2020-04-03,DE-NW,68.96121,4950054.981378,2387891.211629,6.781718000000012,0.001838,12.000902,3.233294
2710,2020-04-03,DE-RP,64.581843,7057052.314558,2349062.13209,6.072187000000042,0.0006730000000000001,13.184054000000001,3.1307669999999996
2711,2020-04-03,DE-SH,69.92505600000001,11291409.166667,2424662.141197,5.146687999999983,0.000953,16.128239,6.207952
2712,2020-04-03,DE-SL,67.452899,7390411.762228,2352140.898777,5.652602000000002,0.000671,13.429348000000001,2.945029
2713,2020-04-03,DE-SN,65.979772,6020115.250371,2350161.951719,5.255006999999978,0.000722,11.601019,3.6500410000000003
2714,2020-04-03,DE-ST,58.153420999999994,7511291.097738001,2399178.896469,6.978693000000021,0.000305,13.629643,3.967079
2715,2020-04-03,DE-TH,71.771674,2098594.008593,2332762.315057,5.3197830000000295,0.0016179999999999999,9.950047999999999,2.996684
2754,2020-04-04,DE-BB,56.723870999999995,7216049.4265,2443135.936166,6.5467290000000276,4.6e-05,17.848858,1.822134
2755,2020-04-04,DE-BE,49.915442999999996,6926935.073427,2448089.9405590002,8.14860299999998,3.3e-05,19.0,2.197174
2756,2020-04-04,DE-BW,58.572911,15826314.302981,2317255.9302060003,7.513042000000041,0.0,24.0,2.372203
2757,2020-04-04,DE-BY,59.565417000000004,11102041.762626,2302938.587332,7.126981999999998,3.6e-05,22.979419,1.891446
2758,2020-04-04,DE-HB,62.50844,9323842.820513,2455659.2948720003,7.437715000000026,2.4e-05,17.512821,3.04391
2759,2020-04-04,DE-HE,61.425903000000005,13862593.447388,2370221.127084,6.600156000000027,2e-06,22.405335,2.177076
2760,2020-04-04,DE-HH,65.630619,10190799.765152,2451581.859848,6.538920000000019,0.00016,16.484848,2.395739
2761,2020-04-04,DE-MV,66.438488,9745552.402469,2450446.390811,5.949405000000013,0.000195,16.734532,2.839891
2762,2020-04-04,DE-NI,60.372986,10297868.429825,2439032.002741,7.107058000000052,2.3e-05,18.618431,2.434542
2763,2020-04-04,DE-NW,57.768397,14945448.951093,2407296.6515099998,6.856543000000045,1e-06,20.245210999999998,2.352989
2764,2020-04-04,DE-RP,57.553525,16047166.03094,2364425.920468,6.718043000000023,0.0,23.154304,2.338857
2765,2020-04-04,DE-SH,73.61098299999999,9218973.543119,2453089.345063,6.297776999999996,0.000699,12.083557,3.434815
2766,2020-04-04,DE-SL,55.861923,16455989.959239002,2364937.742527,7.728959000000032,0.0,23.475543,3.085824
2767,2020-04-04,DE-SN,65.603011,5935218.705539,2375791.95798,5.978364000000056,0.000199,16.692698999999998,1.9603650000000001
2768,2020-04-04,DE-ST,56.961587,7241682.282641,2426470.882218,7.095695000000035,6.500000000000001e-05,19.232806,1.781957
2769,2020-04-04,DE-TH,65.66749899999999,6091916.012012,2355522.6880349996,6.043724000000054,0.00011100000000000001,18.502854,2.257427
2808,2020-04-05,DE-BB,49.686954,15197052.567663,2450252.6088380003,9.040550999999994,0.0,19.596535,3.7728080000000004
2809,2020-04-05,DE-BE,45.841201,15110834.867132999,2455298.6328669996,10.176518000000044,0.0,19.286713,4.40102
2810,2020-04-05,DE-BW,50.804406,17822492.293968,2315843.538075,9.966975999999988,0.0,24.0,3.2136430000000002
2811,2020-04-05,DE-BY,50.794472999999996,17425979.693603,2303699.173611,9.063461000000018,0.0,23.99429,3.758803
2812,2020-04-05,DE-HB,47.749306,15609719.076923002,2454641.801282,11.622431000000006,0.0,18.820513000000002,5.221154
2813,2020-04-05,DE-HE,51.599591,16703708.273435,2368707.55854,9.866847000000064,0.0,22.849574,4.20182
2814,2020-04-05,DE-HH,50.483113,15514802.333332999,2454239.25947,10.52411699999999,0.0,18.992424,4.432986
2815,2020-04-05,DE-MV,52.420201,14928597.667175,2458885.3245200003,9.111569000000031,0.0,18.228894,3.865081
2816,2020-04-05,DE-NI,49.320235,15759479.635964999,2438188.3952849996,10.88094000000001,0.0,19.531797,4.518136
2817,2020-04-05,DE-NW,46.526379999999996,16422063.873111999,2402607.2070090002,11.617327999999986,0.0,21.066485999999998,4.369826
2818,2020-04-05,DE-RP,48.251964,17204135.043633,2360556.1446849997,10.694847000000038,0.0,23.420865,3.991197
2819,2020-04-05,DE-SH,55.571631999999994,15329776.617516,2457261.508937,9.97814900000003,0.0,18.24084,4.466888
2820,2020-04-05,DE-SL,45.75711,17465361.744565,2360468.4850540003,11.883877999999982,0.0,23.997283,3.999253
2821,2020-04-05,DE-SN,51.474655,16060049.539049,2380834.336057,8.477743000000032,0.0,22.148132,4.059253
2822,2020-04-05,DE-ST,51.667883,15760615.575210998,2429654.818591,9.407480000000021,0.0,20.930121,3.714886
2823,2020-04-05,DE-TH,54.348502,16424269.875357,2357036.433278,8.71045700000002,0.0,22.4196,3.9190370000000003
2862,2020-04-06,DE-BB,42.151436,15905400.440623,2438801.316344,12.827596000000028,0.0,20.091388000000002,3.839744
2863,2020-04-06,DE-BE,39.693269,15884255.888112,2443543.2972029997,13.554337000000032,0.0,20.0,4.329487
2864,2020-04-06,DE-BW,49.57325,17762829.3945,2319860.029062,11.889683999999988,0.0,24.0,1.895577
2865,2020-04-06,DE-BY,47.235948,17543979.468013,2304498.0757580004,11.216967000000011,0.0,24.020462,2.001292
2866,2020-04-06,DE-HB,48.17548,15693267.346154,2445527.416667,14.569660000000056,1e-06,19.769231,4.220673000000001
2867,2020-04-06,DE-HE,46.994381,16910271.284179002,2367158.2728790003,12.370148000000029,0.0,23.240459,3.070653
2868,2020-04-06,DE-HH,45.396181,15793432.954545,2442609.0132580004,14.106595000000027,0.0,19.0,3.3995260000000003
2869,2020-04-06,DE-MV,45.846816,15626208.950015,2445350.3909630002,12.715434000000016,0.0,18.648888,3.7628470000000003
2870,2020-04-06,DE-NI,46.80041,15916989.451754,2429930.639803,14.230804000000035,2.5e-05,20.016254,3.5496199999999996
2871,2020-04-06,DE-NW,42.283984000000004,16429411.773720998,2400399.466306,15.078317000000027,2e-06,21.81181,3.7491209999999997
2872,2020-04-06,DE-RP,44.214735,17365076.771916002,2362701.4576560003,12.893089000000032,0.0,23.613249,3.252021
2873,2020-04-06,DE-SH,50.507783,15539835.579088,2444862.960567,13.208311000000037,8e-06,18.497319,3.874676
2874,2020-04-06,DE-SL,44.087682,17690873.048913002,2364730.309103,13.294383000000039,0.0,24.0,3.587591
2875,2020-04-06,DE-SN,40.675136,16495242.482173001,2373730.228884,12.657517000000041,0.0,22.708829,4.130339
2876,2020-04-06,DE-ST,45.402213,16245465.216992002,2420109.688856,12.897668000000067,0.0,21.444649,3.094938
2877,2020-04-06,DE-TH,46.227728000000006,16772111.58706,2352458.008325,11.955944000000045,0.0,22.972407,2.907667
2916,2020-04-07,DE-BB,53.357362,15360172.142606,2453594.233555,12.882626000000016,0.0,20.650515,3.009309
2917,2020-04-07,DE-BE,50.904051,15251936.811189001,2458189.424825,13.756733000000054,0.0,20.440559,3.3853150000000003
2918,2020-04-07,DE-BW,46.954164,17719901.377398003,2329917.4770049998,13.38771700000001,0.0,24.054541,2.751045
2919,2020-04-07,DE-BY,49.665366,17200794.294613,2315820.55787,12.434888,0.0,24.068641,2.348627
2920,2020-04-07,DE-HB,66.20074699999999,15735495.538462,2471213.480769,12.277459000000022,2e-06,17.692307999999997,2.882853
2921,2020-04-07,DE-HE,60.117474,14996033.242312,2382971.2926080003,13.425712000000033,1e-05,23.110041,2.704424
2922,2020-04-07,DE-HH,60.493624,15770635.765151998,2466595.721591,12.566888000000006,1e-06,18.530303,2.811774
2923,2020-04-07,DE-MV,60.207462,15306291.157574,2463297.947196,11.004498000000012,1e-06,19.064004999999998,3.3460300000000003
2924,2020-04-07,DE-NI,63.342526,15313061.561404001,2453641.544956,12.607190000000003,1e-06,19.685971,2.594677
2925,2020-04-07,DE-NW,65.004388,13300579.335362,2421087.389509,13.75030700000002,1.9e-05,21.361055,2.211911
2926,2020-04-07,DE-RP,55.345903,14813478.545022,2377297.540559,14.223304999999982,2e-06,23.800476,2.648357
2927,2020-04-07,DE-SH,65.950319,15621792.700626,2469556.1479,11.060064000000011,9e-06,17.935657,3.0348319999999998
2928,2020-04-07,DE-SL,47.663813,14621534.217391001,2377559.2649459997,15.273347999999999,0.0,24.0,3.583164
2929,2020-04-07,DE-SN,54.40178100000001,16106201.487267,2387332.0108229998,13.302996000000007,0.0,23.065365,2.987921
2930,2020-04-07,DE-ST,59.407185999999996,14917966.899228,2438112.9265349996,13.005167000000029,0.0,21.268849,2.9979970000000002
2931,2020-04-07,DE-TH,62.681870999999994,15296248.158420999,2368300.475381,12.551106000000004,2e-06,23.362036,3.040598
2970,2020-04-08,DE-BB,50.750069,15708783.983179001,2444759.10005,13.086130000000026,0.0,20.796134,2.2237669999999996
2971,2020-04-08,DE-BE,46.087703999999995,15789706.923076998,2449621.704545,14.306032000000016,0.0,21.055944,2.543211
2972,2020-04-08,DE-BW,48.079127,17046570.604345,2322823.151202,13.494932000000006,0.0,24.256067,1.9322810000000001
2973,2020-04-08,DE-BY,46.122505,17378976.755892,2307295.991793,12.905904000000021,0.0,24.17547,1.8569229999999999
2974,2020-04-08,DE-HB,56.469979,14089161.75641,2457571.310897,14.26591400000001,3e-06,17.75641,3.2862709999999997
2975,2020-04-08,DE-HE,52.626123,15903495.016673,2373003.431827,14.537883000000022,0.0,23.870322,1.947876
2976,2020-04-08,DE-HH,54.438417,14626680.69697,2453759.8882580004,13.981088,1e-06,19.704545,3.083838
2977,2020-04-08,DE-MV,60.355825,14583795.263944,2453333.538327,12.12903300000005,0.0,17.816519,2.733647
2978,2020-04-08,DE-NI,55.258714000000005,14636010.677632,2440654.425987,14.388453000000027,4e-06,19.308663,2.454001
2979,2020-04-08,DE-NW,53.54571,14152243.862294,2408977.649313,15.85673700000001,1e-06,22.630381,1.779979
2980,2020-04-08,DE-RP,50.464399,14797987.08806,2368219.528957,15.016761000000031,0.0,24.026973,1.9473790000000002
2981,2020-04-08,DE-SH,63.280166,12560121.338694999,2456770.066466,11.789702000000034,0.0,14.269884,3.346224
2982,2020-04-08,DE-SL,48.071264,14499126.567935001,2369401.0631790003,15.759681,0.0,24.054348,2.548947
2983,2020-04-08,DE-SN,45.346868,16890311.451613,2378114.342105,13.20157000000006,0.0,23.301358,2.6515560000000002
2984,2020-04-08,DE-ST,50.214509,16056104.219934,2427559.381206,13.73094500000002,0.0,21.884884,2.263464
2985,2020-04-08,DE-TH,53.051514000000005,17115824.969553,2358261.257731,12.96711700000003,0.0,23.862512,2.118702
3024,2020-04-09,DE-BB,58.340382,11197371.038161999,2437474.4492220003,11.402258000000018,3.6e-05,20.910871,3.174825
3025,2020-04-09,DE-BE,54.449185,10882469.321678,2442187.286713,12.619290000000035,5e-06,21.895104999999997,3.729575
3026,2020-04-09,DE-BW,49.084026,12204029.154378999,2319875.2682,13.604929000000027,2e-06,24.359602,1.8125810000000002
3027,2020-04-09,DE-BY,50.135673,12564874.377104,2303816.29314,12.702495999999996,2e-06,24.19843,1.878236
3028,2020-04-09,DE-HB,68.41164599999999,12089564.294872,2458822.9903849997,10.753047000000038,0.0,20.871795000000002,3.4781519999999997
3029,2020-04-09,DE-HE,53.722365,13713430.554279,2370057.613561,13.954936000000032,3.7e-05,23.876991,2.398825
3030,2020-04-09,DE-HH,65.605902,11574680.204545,2452550.524621,10.572599000000025,1e-06,20.401515,3.3846589999999996
3031,2020-04-09,DE-MV,65.691038,11579651.22737,2447222.878162,9.573369000000014,1.4999999999999999e-05,18.393477999999998,3.8502910000000004
3032,2020-04-09,DE-NI,63.915031000000006,12430464.057017999,2440790.712171,11.417632000000026,3e-06,21.230709,2.875909
3033,2020-04-09,DE-NW,57.17659499999999,15447230.384042999,2409123.157595,14.046520000000044,1e-05,23.160469,2.579206
3034,2020-04-09,DE-RP,48.699515999999996,12064176.570012,2365733.237604,15.411452999999995,1e-05,23.775089,2.0228479999999998
3035,2020-04-09,DE-SH,69.703701,12331107.462913001,2455830.730451,9.147850000000005,9e-06,17.675603,4.00913
3036,2020-04-09,DE-SL,46.889945000000004,14031726.883151999,2366741.771739,15.833878000000027,0.0,23.513587,1.934986
3037,2020-04-09,DE-SN,53.98789300000001,14659176.075552,2371853.038731,11.856424000000061,4e-06,23.497878,2.860357
3038,2020-04-09,DE-ST,57.214014,13263203.762413,2423171.795237,12.457493000000056,3e-06,22.211475,2.942025
3039,2020-04-09,DE-TH,56.57056800000001,14793458.344910001,2354251.7483349997,12.35179400000004,2e-06,23.981922,2.509297
3078,2020-04-10,DE-BB,57.86793,12859193.997991001,2443586.404218,8.770968000000039,0.0,19.662817,2.093855
3079,2020-04-10,DE-BE,51.398688,13552403.734266,2448410.0576919997,10.271593999999993,0.0,22.041957999999997,2.486509
3080,2020-04-10,DE-BW,51.115464,16161357.799860999,2319703.296684,13.938072000000034,0.0,24.760804,2.213918
